baitChr	baitStart	baitEnd	baitID	baitName	oeChr	oeStart	oeEnd	oeID	oeName	dist	Mon	Mac0	Mac1	Mac2	Neu	MK	EP	Ery	FoeT	nCD4	tCD4	aCD4	naCD4	nCD8	tCD8	nB	tB
22	20099123	20104195	430138	AC006547.8;RANBP1;TRMT2A	22	19957743	19962442	430115	.	-141566	1.64725142866528	3.16036824510045	1.53332963390953	0.755109111015245	1.58046342034224	4.19282371716492	2.49460458060467	4.62958432541945	5.28301551227147	3.54769461619559	2.68025177270195	3.09790169734238	3.4920802318704	1.82511531840094	6.2892030262068	1.66663881396453	1.42012315583846
22	20099123	20104195	430138	AC006547.8;RANBP1;TRMT2A	22	20008444	20009409	430120	.	-92732	1.37355126118232	1.21908101440824	0.265708324733595	0.394594415264005	0.210396707619712	1.81379848408906	1.16100119909504	1.57698431953621	5.23722489629812	2.03738129209581	2.14665942405753	2.87000374211174	1.8001673929948	1.95786382136034	3.09040397714295	1.79586475451438	1.94060009351606
22	20099123	20104195	430138	AC006547.8;RANBP1;TRMT2A	22	20789139	20795147	430226	SCARF2	690484	0	2.26774256972439	0.557404439765642	0.379003359687418	0.447066786959071	0.553569603799244	0.506355189169414	1.7224037439234	5.00427639440753	1.52574597429143	0	1.24447149895178	0.665639775510219	2.63927561392103	0	1.43592586459905	0.270057008398851
22	20099123	20104195	430138	AC006547.8;RANBP1;TRMT2A	22	20849049	20858323	430237	KLHL22;MED15	752027	4.20850682151879	1.86572396639762	3.42967099224918	1.93461752262064	2.24740697113955	2.07817496227989	0.511019303588983	3.12957269671263	7.92034092980421	3.83434276693542	4.51495534760697	2.58476029272327	1.94316481907594	1.21024547638362	3.25878281557596	3.10701964119304	4.84168821808466
22	20104196	20105762	430139	RANBP1;TRMT2A	22	19879749	19879942	430097	.	-225133	3.02264104212624	1.71551955959168	1.13253930397583	0.697701319191141	0.46174046601715	1.70383605910287	1.36860306521596	0.785043424562395	6.2739185580383	2.6973849061231	2.09372558296713	3.25719880286143	3.33824575508261	1.52019689319931	2.80859490573354	0.48879550648562	0.805540958270513
22	20104196	20105762	430139	RANBP1;TRMT2A	22	19942294	19945061	430112	.	-161301	2.11060457363747	2.1905243083023	3.05804854456734	2.05889989773935	3.43551178158369	3.27948733129841	3.71571284341889	5.3431141252074	3.95936198218903	3.46859073306097	1.96670326326684	1.97642439382964	2.72443804752373	1.94164953842767	3.08164925621148	1.95025628183433	1.66753995765409
22	20104196	20105762	430139	RANBP1;TRMT2A	22	19945093	19957742	430114	.	-153561	2.94449993978014	1.69483557704704	2.86188936384673	1.3040112255639	2.63539378487449	3.95963780995805	2.92259193673809	4.14282441191427	5.74179723402164	4.39767969577595	1.96578118239098	4.30590196185808	3.72284338631303	2.48446033635957	3.42027929298212	1.51844162046423	1.25139661534632
22	20104196	20105762	430139	RANBP1;TRMT2A	22	19957743	19962442	430115	.	-144886	1.91334703086326	1.97011705098848	3.43304918806979	1.38577695880101	1.7453721327354	5.0786156647942	3.39484433803823	3.0958163455317	8.54618616446588	5.02706713191017	3.10751175951973	4.96118824356635	4.84074451485681	4.32639526889854	5.0849304450953	2.228573787928	1.85464377118276
22	20104196	20105762	430139	RANBP1;TRMT2A	22	19962443	19963137	430116	.	-142189	2.67127459821432	2.35370874903004	2.77978714387644	2.08369423609437	1.29396038133256	2.93350967724449	4.80247251591281	5.41138067347059	8.5361996354403	3.22535413074474	3.32215961935534	3.27000784492423	2.95307951165262	3.66966109336718	4.55844262942197	3.14694536165971	2.49545202075073
22	20104196	20105762	430139	RANBP1;TRMT2A	22	20098476	20099122	430137	.	-6180	1.03318745913559	1.92656708807349	2.17015561674029	1.8708888154717	0.335332215077011	1.94756056315956	5.10636555893146	2.44718800297638	1.46364604683857	1.33946836906681	0.727373326990869	1.41915741103822	0.861231274906433	1.38532677511945	1.03559848744807	1.22522475896174	1.05232881143465
22	20104196	20105762	430139	RANBP1;TRMT2A	22	20808834	20809897	430230	.	704387	2.41352827949269	5.88939258636128	3.7716512933339	4.24895760140879	0.306118387017439	1.13662666776843	1.24621388522535	3.77465943627558	5.5148476587874	4.5235617718187	3.58710728508713	6.64508657236235	1.79372239139177	1.70889375390063	3.13698644505503	3.86145032557306	2.77038090330992
22	20104196	20105762	430139	RANBP1;TRMT2A	22	20809898	20815094	430231	.	707517	2.42112690332671	4.26338142212312	5.41730136912027	3.30683054374244	0.898665021507356	1.85915439199713	0.489037317217719	1.13383164535598	2.56140383280106	2.65924726175	1.78244986331064	3.88051335891996	2.31680179129674	1.71445727243689	1.29207214949031	3.05329846647223	1.49657609136
22	20104196	20105762	430139	RANBP1;TRMT2A	22	20907448	20911999	430249	.	804745	0	2.49840850593813	1.67358240376191	1.61792342022371	0	2.03466009485743	2.25866656570109	1.03694886186688	2.28165900473657	5.02485622976405	4.00967292683201	2.13229704207802	2.58001452038843	3.46137508536072	4.94475999643744	0.0946307251378382	0.958114975775087
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	19957743	19962442	430115	.	-158746	1.7670000320927	2.43030845160992	1.70463464266471	0.654571010155194	1.2405735597888	1.68284517092279	1.88351631455275	2.07063366482362	4.75690513156303	6.24878562253021	4.52761873312218	6.21076491033596	5.60384165769197	2.94381007841509	4.79756797640656	2.89053453415928	2.01827657364902
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20270816	20278410	430164	.	155774	1.72031165781608	5.6770384350821	3.62484229114642	1.69027807674509	1.91171358249911	2.77010969044668	3.67674830038241	2.55880170517488	3.91450085556748	2.65110986593288	1.81129679464896	2.91579908564665	3.06942017521803	1.43949262888327	1.37836365136121	2.9283435389656	2.34131237000272
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20757634	20759358	430222	.	639657	1.20606882343296	5.65948875587037	1.21790083400236	0.272528105603716	0	1.36372367405954	0.10813119758594	0.790007917701801	0.69088503361601	2.63160012798128	4.97710261442185	0	0.952550734723725	4.31181558592619	1.60300016141794	1.88726792813278	1.10736446537918
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20808647	20808797	430228	.	689883	3.41455272981281	4.82711080076797	8.09689279833864	6.01434576903425	0	3.04062366127422	4.78642098378385	5.58273954441897	6.40845317500171	3.78168071062837	3.21056401377793	3.10123896441358	2.4034260032918	1.43956545163986	2.04904389148558	5.57928536514841	3.93099303128649
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20808834	20809897	430230	.	690527	1.00975693432848	11.9242053007893	9.04871185307044	4.93896137406073	1.01977441059411	4.03550554192286	4.7896268774679	6.52587038641703	6.41372624668039	3.78428875368681	4.67323635251029	5.30656099090491	2.40522898805492	4.11799114474714	3.5480592222254	3.71861583127323	5.61650705199054
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20809898	20815094	430231	.	693657	1.01135069895255	5.61039279587586	3.58640772465544	2.87029549389344	1.69155108222883	2.10500029811026	0.897050912234906	2.45194567624769	5.07540089947922	1.67409739524745	2.51930930296014	2.41507583131504	0.735720032837993	3.42732677661708	2.79434337248567	1.1667824846898	3.13200388521115
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20815095	20821034	430232	.	699226	1.01414475937567	4.88732121722187	4.49213226810366	3.91913301685964	0	0.421708006044544	0.0702194379155747	5.65352413277601	3.15607548958598	1.68272893229073	1.8489959498127	3.13306943143569	0.738669316682542	2.75930337422431	0.691974524895675	1.98630236013535	0.219494670366412
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20845564	20849048	430236	.	728467	3.53689196833603	5.07317244334122	4.64976530654478	2.96654170110942	0	0.41593954193979	0.910956777212951	4.91483530074253	2.02094983173244	1.72680344673161	0.582977205159785	1.13143705986616	0.753651927160777	0.294621940238508	0.697745764052326	2.92151228670441	2.4181632188944
22	20111629	20126049	430144	RANBP1;SNORA77;ZDHHC8	22	20849049	20858323	430237	KLHL22;MED15	734847	2.0838790637856	6.21442663908857	2.70193088451798	2.62379878358099	0.304003731426937	0.49639963068728	2.1985245434701	2.54088413639006	1.62689614089549	2.20468971722064	0.480630616936508	1.67073231195099	1.2166364933952	1.08410642073517	0.551674999766004	0.828602619814114	1.77621736804044
22	20169231	20199479	430154	LINC00896;XXbac-B444P24.8	22	20743247	20757633	430221	USP41;ZNF74	566085	0.369553158353701	1.02438585542427	2.247322547758	0	1.79571499583521	1.47164387473882	2.08057076574737	5.57488721680718	0.502722857635052	0.682545669124694	3.01214544721095	2.79364513433128	1.19278243750448	1.4584076690588	0.278365470428004	1.49005415465607	0.272948735155778
22	20169231	20199479	430154	LINC00896;XXbac-B444P24.8	22	20789139	20795147	430226	SCARF2	607788	0.152144863447971	4.03039813633231	6.34521249180865	0	0.669577441296796	0.48258378213296	3.55351525733112	5.26338277225423	3.84687023674818	1.7688145482461	1.46974863434426	1.57545880867045	1.52817067366657	0	0.0721193974304262	0.62558207632627	0
22	20169231	20199479	430154	LINC00896;XXbac-B444P24.8	22	20808834	20809897	430230	.	625011	1.13086623768934	5.46462954809149	4.57511001709115	2.68380939824342	0	0.382185524178401	1.80320345817659	5.93831921987722	1.88655148444546	0.0252218102677917	1.11825829473997	0.158628922970915	2.45171224204995	0.768445310534235	0.22267518649287	0	0.761233479682535
22	20234218	20246014	430160	MIR1286	22	20789139	20795147	430226	SCARF2	552027	1.60016867067594	5.01802730561167	4.50821490293367	2.80964537343402	0.225280771489816	2.22486526533292	2.7620174835313	2.32077535291548	4.87874948082254	2.09665905798341	5.12611901229232	1.20564907722695	3.79489310151176	4.725806436952	2.66951954993171	0.842897496854605	0.666503359841855
22	20234218	20246014	430160	MIR1286	22	20808834	20809897	430230	.	569250	0.200656616083749	6.45986846603799	4.03670649852065	2.17629581463408	0	0.420192005600645	0	3.54711704318782	5.28572726461248	2.6412793505272	1.44339989500706	2.74475738458555	2.93848446372321	1.09342899723735	3.64529252272369	1.25054934257935	0
22	20250324	20270815	430163	RTN4R	22	19942294	19945061	430112	.	-316892	1.51025415957899	1.21030651541064	0.377532475541046	0.30406350636818	8.06958274756556	1.28044799676441	0.617844246666722	1.00155367028458	1.76231024289238	4.12854622751235	3.29755954307107	2.70031363526452	3.42492768876243	2.16717446194786	4.12785256272223	5.00469238786122	5.33730653563347
22	20250324	20270815	430163	RTN4R	22	19945093	19957742	430114	.	-309152	0.891142005963277	0.346227070772987	1.68801377313717	0.879368184250688	6.92276317178445	0.52576866659935	0	1.24632255014958	1.35145284323095	2.72257594020635	2.51875548390193	2.34570818356193	1.74822469772225	1.27615411423415	0.96368211434431	2.34307595342854	1.78384210267922
22	20250324	20270815	430163	RTN4R	22	19957743	19962442	430115	.	-300477	2.63797902836482	0.921399108805049	0.751114919097287	0.377764395677797	14.0995129206084	1.36495971076377	0.627518109909112	0.426726271113849	2.59509605401138	8.24975030180212	5.64168366600325	7.81731568781342	4.81689011879539	3.92016382290003	6.28031432215732	8.20212927803997	5.50488549528716
22	20250324	20270815	430163	RTN4R	22	19962443	19963137	430116	.	-297779	1.19389697212954	1.11424151448967	1.96524333499687	0.751848645051902	7.8355176168845	1.18884822689909	0.223935988109423	1.26634078518994	4.13608830738708	4.94207726782176	3.5190070305699	7.38605712629536	3.69454778174789	3.61166776945829	5.02490264020084	6.02474428056147	5.52056473726648
22	20250324	20270815	430163	RTN4R	22	19963138	19969373	430117	.	-294314	1.17838767394191	1.60022464808987	1.10288977798008	0.803510294116557	5.91030830621906	0.859751929077587	0.569106050886567	1.62292981819097	2.53432879191596	2.57473268854813	3.66929925982808	3.69235293569326	4.02676033545152	4.02729865746967	3.82168633612563	3.97317579449052	1.58203470926907
22	20250324	20270815	430163	RTN4R	22	20126050	20128491	430145	.	-133299	3.9832170070892	8.53304579291995	5.69816850138616	3.32674680615556	2.0059859217673	4.97112607867979	4.40483190588958	5.14518176728281	5.26415804090539	4.32354304294032	4.29937582714052	3.38628251754619	4.66000284665891	2.53305379103736	3.41010708698746	3.23317419172249	2.23516778908813
22	20250324	20270815	430163	RTN4R	22	20128492	20132783	430146	.	-129932	3.22834422118567	5.9519185763638	5.22312044035269	2.85798813722034	0.895290560042189	5.08223173263726	4.60926443845633	5.87919878735955	4.40161947906717	2.84807932606923	3.10235526382381	3.88415164490005	3.1082529950445	2.88381692116338	2.92439962927101	3.98866869203466	3.16814077872186
22	20250324	20270815	430163	RTN4R	22	20132784	20133436	430147	.	-127459	2.86952981442154	7.08345708481404	8.64249580300147	4.24547195720108	1.91755181206332	5.34761118075782	5.00498131140988	5.71311869080734	5.97542803661151	4.64658553920923	3.14454478243857	3.36730909610791	5.39923242015958	2.95003607607156	4.68125946692586	4.38264024626804	2.36318980085476
22	20250324	20270815	430163	RTN4R	22	20133437	20137439	430148	.	-125131	3.35006761494043	6.49458991979719	8.28377906789839	4.20523997363426	2.35705691925107	4.51646405608556	4.27798667789275	4.96254531758352	5.28230373411488	5.86326510395978	2.65436380591608	4.93089422587007	5.35177800313817	2.82850582323181	5.33928368620945	3.94220178251765	2.82625623872269
22	20250324	20270815	430163	RTN4R	22	20137440	20139092	430149	.	-122303	7.19869766375575	9.54740099213914	9.7338527622177	5.12764851726514	3.38686387052794	5.63294968504872	5.03714188867758	5.42101154190553	8.59047090249227	7.04006940155109	6.23036223079253	5.13506639492535	7.06372555639895	4.92201280992014	6.22724843720675	5.70084099333034	5.83622448503842
22	20250324	20270815	430163	RTN4R	22	20139093	20161121	430150	.	-110462	2.16302717204447	6.26461192317504	5.79048383817347	4.51110701186825	2.93173979001187	2.85983476022042	4.1332535162755	3.96823072206931	6.08235646355883	4.49170665048445	3.23696497068549	3.15644700819913	4.28000318397803	3.3535478773894	3.85335951703074	3.46286514498291	2.38676897826007
22	20250324	20270815	430163	RTN4R	22	20161122	20162230	430151	.	-98893	3.78177040982249	8.05463994243358	9.08244552380048	5.91168030205513	1.81833646699333	5.02069047939082	7.97930541580568	4.14588643461327	6.00305533682255	5.34822199735415	4.68042434292616	3.34692932506047	3.7272715156438	2.73796302693859	3.64415635963918	3.70306928121617	3.17473333758612
22	20250324	20270815	430163	RTN4R	22	20162231	20164231	430152	.	-97338	3.47310655370844	6.8913545732196	7.01426662105761	3.26337867375776	1.96533888914875	3.41600985370366	8.17009130315885	5.5126364503718	3.41101507915689	2.23433564720739	2.41552512488466	2.59670637469252	3.58253771963736	2.07877864174104	3.56160669891519	2.83387622070899	1.34839642797866
22	20250324	20270815	430163	RTN4R	22	20757634	20759358	430222	.	497927	2.62809164391249	5.69210812572924	2.69919843562461	1.265570889948	0.735221362879071	1.41124093340639	1.52588037940728	2.74775366053573	1.89499261546896	2.74090353527466	3.21045169076733	3.64525940115174	3.82473718659699	3.21847005623025	3.62334356958185	2.96054625149923	1.86304581906904
22	20250324	20270815	430163	RTN4R	22	20808647	20808797	430228	.	548153	1.75299087817607	7.26032761018536	11.231223406516	12.2321661387099	0.595526188229365	7.87550525998601	6.96738875463257	7.55013283320466	11.004100349758	6.13754489558372	8.55410850934435	6.11144927959501	6.00469227435718	6.74906198199231	7.59901468922335	4.97267481065538	3.81576386748896
22	20250324	20270815	430163	RTN4R	22	20808834	20809897	430230	.	548796	3.22540301885147	15.1669193059296	9.44978946443374	12.2431618197155	0	5.83408134069527	6.97396113922213	10.2485000935412	8.93130345232023	9.27563412996717	3.69481827648513	4.76499016638867	3.61363909951282	7.52176770921166	5.87115293255498	4.05932861592926	2.35582081943637
22	20250324	20270815	430163	RTN4R	22	20809898	20815094	430231	.	551927	2.48268878740627	8.07614370712082	3.51990533891603	5.88802237217027	0.596815786656966	3.91335398384347	5.12370118511526	4.70857522384181	5.63719575497359	3.94285522250766	6.45148328858699	4.12693814462534	2.49607968795039	4.55381902927194	3.40983649769968	4.99664431138475	0.431823589328213
22	20250324	20270815	430163	RTN4R	22	20815095	20821034	430232	.	557495	1.08960824995501	6.60675657780061	6.0535334814306	2.01971601662139	0.100147858580042	1.33225815177283	2.48321197845258	5.92906575128243	2.62339615837507	2.57394272987838	2.45248365640879	2.25953855774903	1.44267403650409	1.85133682268937	1.18686824954438	0.773150058490764	1.03170517465437
22	20743247	20757633	430221	USP41;ZNF74	22	20126050	20128491	430145	.	-623169	0.249377297875605	2.83478020568753	4.10544626112879	0	0.840930650190104	2.34054649775751	0.192810536298858	5.0171217748354	1.44111118160508	2.80841676740864	4.36209611210443	2.92281739518475	4.77651773140791	3.24905693017832	0.637065468795673	1.69623481882994	2.23418604061661
22	20743247	20757633	430221	USP41;ZNF74	22	20128492	20132783	430146	.	-619802	0.322002029656221	5.43225393334873	1.95452603955214	2.61905743952723	1.41267751583236	2.46659348928529	1.00055872272066	3.21530160363495	2.30465036920815	3.6089816174608	3.40532603512698	3.08651064930195	4.47953421258985	2.29891728416085	2.67332853858548	1.24234360643284	2.2258784200104
22	20743247	20757633	430221	USP41;ZNF74	22	20161122	20162230	430151	.	-588764	0.329913404745395	5.1840325409912	2.61814942945045	1.20918352402677	1.01988650655731	0.696153277255047	3.59610899812125	4.11138659918159	2.97111503486249	2.80813923191074	3.80973105518099	1.7083092787759	4.27922363370351	0	1.91449832914391	1.27517722448917	0.353374168359296
22	20743247	20757633	430221	USP41;ZNF74	22	20162231	20164231	430152	.	-587209	0.92744239544414	6.71086024206748	2.73523877889065	1.23206420018822	0	1.49844209778086	3.63098397330281	2.41686709527612	2.19654585134528	1.05820055144996	1.23466827474221	2.39668792523379	0.77448069801106	1.19902372583019	1.91079652557732	2.8418903770327	0.353682187557796
22	20743247	20757633	430221	USP41;ZNF74	22	20270816	20278410	430164	.	-475827	2.38864526624744	7.65905337633061	4.26897896196527	2.27841321917901	1.38136613714317	2.05199338670936	2.37820927285624	4.22209835398937	1.8012470637397	4.0162111690634	3.70118360480988	4.12128854526119	5.38878202991162	3.19554900770367	3.91093462867028	1.12407357613451	2.67974752315507
22	20743247	20757633	430221	USP41;ZNF74	22	20808647	20808797	430228	.	58282	1.71781961423993	2.17419151661652	3.36390356619257	4.70844387345342	1.09408725179156	4.41348201337859	6.108834194485	3.32212129789629	2.33460026709739	2.42046941758183	2.40918813834464	3.35998605837493	2.25363649784937	3.21137143843219	3.02471232656991	3.07940155984278	3.40436500620954
22	20767194	20778899	430224	RNU6-225P	22	20126050	20128491	430145	.	-645776	1.57118065887175	5.95958102328264	3.29323346589424	1.81742188030196	1.74947522528203	0.955020928939477	2.1286844142967	2.56076254786635	2.78000340517044	1.82390877274495	3.66416513442354	1.39329190107189	4.2327602614899	1.85726540549556	3.76253013827074	2.60227961776353	2.95748269312746
22	20767194	20778899	430224	RNU6-225P	22	20132784	20133436	430147	.	-639936	2.45645194941433	5.71978365871301	4.2953477593554	1.3292230238426	0.297815632576084	1.82985562323138	2.94240585698898	4.49528116946191	4.67681242671213	2.707732752625	2.72246533889585	0.93730567343879	4.75157621277599	0.404099264692555	1.69016502286987	0.927188139993052	1.26416263851183
22	20767194	20778899	430224	RNU6-225P	22	20133437	20137439	430148	.	-637608	0.332150316855889	4.32094130991224	2.22079372877386	0.614671134292005	0	1.06281404874116	1.41894663636601	0.659750608783459	2.14112922835362	1.98778058005187	2.10315487392866	2.71724415512976	5.07255966978777	1.49816723923075	1.62834831958926	1.62015643879173	1.90255122180367
22	20767194	20778899	430224	RNU6-225P	22	20137440	20139092	430149	.	-634780	1.00888543452661	5.14709607565016	1.54979886499602	1.37966034995038	0.42362866968483	1.09923721523799	1.42939098715151	0	1.56320388787556	0.680982112562066	2.82685490418103	2.79915592095535	2.42298827171338	1.52435162913155	1.68207548953347	1.6801896381626	0.659440361656659
22	20767194	20778899	430224	RNU6-225P	22	20808647	20808797	430228	.	35676	5.56086636005815	4.35657013193074	5.69479225258301	7.99511500373509	3.11155478887115	9.010846356247	10.039358066724	5.0490400941306	4.78325855079105	6.72797218180202	5.40434525962704	6.29533819811086	4.83690831560678	7.65920352868526	8.23218082638018	8.49794155096197	7.21524193069963
22	20767194	20778899	430224	RNU6-225P	22	20808834	20809897	430230	.	36319	6.85964192111576	6.37853584339986	7.42446483343511	7.33610708102467	4.06897163359242	8.63081237011739	7.38378799628332	4.70714376527742	4.49984800441026	7.57221155142743	5.82571147055709	6.15684948524213	5.20093914241631	6.82566339591141	6.19053493993551	6.79021922066326	6.50109758737628
22	20767194	20778899	430224	RNU6-225P	22	20809898	20815094	430231	.	39450	5.42336793604342	3.0901888709009	4.14965026753155	4.48240917527516	3.29170674045766	4.09922593165705	4.73887355593729	3.08144039053874	2.69695299033885	4.80456892357956	3.90360371588591	3.24958348211928	3.62082094455846	4.38921235253968	3.79040996334787	4.4985048101795	4.5670639289702
22	20767194	20778899	430224	RNU6-225P	22	20845564	20849048	430236	.	74260	4.18198417070712	2.87153492564754	2.96174279426082	3.3574157681578	5.49125969759462	2.02760481365772	3.13189497464492	1.56313128631966	2.27565215850594	4.5329573847817	3.92568525144263	3.43099115355063	3.78518382961899	3.56680065538287	3.5758348425308	4.722127275776	3.09781219128904
22	20767194	20778899	430224	RNU6-225P	22	20849049	20858323	430237	KLHL22;MED15	80640	4.00841525115199	1.95243418808695	2.241809635855	2.7691038389839	6.40968659159286	1.91569579007595	2.39394778772968	1.24933965631358	1.13035760387457	3.57173745672307	3.20330379201337	2.32541193024194	2.27869317577813	2.95828845868603	2.9515666257164	3.63868308413962	2.57455975172183
22	20767194	20778899	430224	RNU6-225P	22	20912763	20912993	430251	.	139832	0.967820107626348	1.75114824405164	2.30505020591512	2.2345989111729	1.45644331921112	1.87246790491547	1.44142596889367	1.93827702151601	1.40126182487193	2.92226314242378	2.35340857368931	2.32337849852131	1.02388643465949	2.90395740576365	2.67019667738576	5.17500382295008	3.86812721373116
22	20767194	20778899	430224	RNU6-225P	22	21074475	21084073	430286	AC007308.6;PI4KA	306228	1.76282889086062	0.721974201394791	1.88593256684126	1.68831385487688	0.839551258560811	1.58012570521135	1.76912636500802	1.21418892416246	0.935975031383882	6.63096204148746	5.01183668641637	3.24847455626245	4.41018058998652	3.10383711431566	4.71362808327124	2.7843801983052	2.05455443872077
22	20767194	20778899	430224	RNU6-225P	22	21100825	21104134	430288	.	329433	0.740691662498913	1.52061675519287	1.51508051978376	0.657248664798604	0.745413775814513	0.546398648654269	1.05083552961138	2.71802964641045	1.9166034689491	6.70402580108154	4.17423589916136	3.30598268592602	3.62666012316886	5.18684036657671	5.84912793900285	2.57127580170393	2.24212009889296
22	20789139	20795147	430226	SCARF2	22	20126050	20128491	430145	.	-664872	1.96503486148842	7.44132583367924	6.36419433950599	1.47721018701658	0.886521094903517	4.21507757614328	7.06198743373724	4.73706256416879	4.39381446655735	3.28966843105999	1.87719097962672	2.24084345409026	3.81951011484003	1.53540030471086	2.30952731335841	0.587792339326847	4.33204883352996
22	20789139	20795147	430226	SCARF2	22	20128492	20132783	430146	.	-661505	2.76889285157555	8.08522090036058	6.15749081565009	2.35223212279525	0.883404098620157	1.53200612593069	4.81652494594031	3.44763937013932	5.5167877138779	1.78852260133449	1.55901038542206	4.43270558216065	1.11709628166649	2.23536515376537	2.46800801851184	3.26415747336506	1.00249579985184
22	20789139	20795147	430226	SCARF2	22	20132784	20133436	430147	.	-659033	0.922361682247673	5.93347007236153	4.21382581183706	2.51492921229737	0.655112754613362	2.908978970265	1.92298878296257	1.40157025134833	3.09101723126726	1.87042288771623	0.744415845601426	3.89642596584493	2.51436096637048	1.83510285236683	1.93664875047964	2.08717753472127	2.32913883910241
22	20789139	20795147	430226	SCARF2	22	20133437	20137439	430148	.	-656705	0	5.91074387721796	4.39391584524783	1.78752381442854	0.653896501367599	0.921300455412562	2.04651830425112	1.96067454712918	1.61471435036731	0.85842947129954	2.61366253458098	1.9109250888335	0.734738831337608	2.8660839926363	0.758231754232171	0.897469886447165	2.32244942448535
22	20789139	20795147	430226	SCARF2	22	20137440	20139092	430149	.	-653877	0.947734496875031	5.5614665323891	4.43553670941609	1.09130267215501	0	0.960506058460015	2.75567410803645	1.38744186341023	4.11381201624442	2.39516867254363	3.25245583763351	1.07029923966851	1.69880985972376	2.90387162753746	1.92510410624051	2.15590973141053	0.694932989557091
22	20789139	20795147	430226	SCARF2	22	20161122	20162230	430151	.	-630467	0.381897340703477	7.16763806128826	4.62629636366705	1.69752560223431	0	2.11965924145626	5.99587441217013	4.73785622125916	2.95530358300041	4.41153943913861	2.39577263680407	3.73625225857333	1.44389942139352	2.64820619519225	2.96635844244907	1.43000602200528	1.08751639588183
22	20789139	20795147	430226	SCARF2	22	20162231	20164231	430152	.	-628912	0.898284733674296	4.65351779374261	4.20179438286667	2.45631967106524	0	3.50800188728051	5.3214599778128	5.37202428021766	1.83621104871421	1.30251466941923	1.1373309933341	1.03510183860756	1.18946495035982	1.23467490537367	1.25513311825309	2.012317522114	0
22	20789139	20795147	430226	SCARF2	22	20231542	20234217	430159	.	-559263	0.377467195989996	2.49554787641758	2.00368660933634	4.0192587495193	0	1.77042176287094	1.65741845889481	5.87576308819982	2.39531092933736	1.13476382585029	1.27148707950089	1.53188529637961	2.35304887598226	1.05629655581944	1.18621178509054	0.957043185997899	0.487690728685227
22	20789139	20795147	430226	SCARF2	22	20246015	20249443	430161	.	-544414	0.375434966611885	4.32654698239615	5.55386984370576	1.49736003528974	0	2.45603042221008	2.7512580250072	5.11316517229023	3.55907107702389	3.8543270046419	1.67213160447726	4.10400677098351	3.11359823077936	1.84058346684329	2.09415716708547	1.7015124146391	0.973007016861092
22	20789139	20795147	430226	SCARF2	22	20270816	20278410	430164	.	-517530	1.60029439947994	6.3732751379564	3.90535832646717	2.73545655926679	2.189240589339	4.20415255564315	3.96172729439498	3.37794317689231	3.86784361590949	4.15318608680388	4.57553827408965	3.06057084971487	2.83825574920121	3.04598213269097	4.05983607513784	1.70814041679632	1.43841705848307
22	20789139	20795147	430226	SCARF2	22	20808647	20808797	430228	.	16579	1.74295014062939	2.11587087910747	2.86542482020715	4.04051712668076	1.36500863542319	3.69782252027739	5.12321132323761	2.15237784157924	1.69780794353593	2.46899602555241	2.33611567180486	2.08903112599301	1.88833648772506	3.09105935797951	2.9726686720694	3.79142674082331	3.79621803141619
22	20789139	20795147	430226	SCARF2	22	20808834	20809897	430230	.	17223	3.41558022130859	3.57599601112362	3.88964204513466	4.15821636180773	1.61798956244003	4.05717856316978	6.16851217222323	2.95647553517838	2.25348222687099	3.59579791088949	2.78131170736794	2.62991042334967	2.61658029424766	4.2563697599972	3.24491234176315	4.38425317054525	4.28194687032659
22	20849049	20858323	430237	KLHL22;MED15	22	20098476	20099122	430137	.	-754887	2.94738015053583	2.52892776993624	2.0095299825337	0.719832724521667	1.99372325511629	1.23985500427927	0.0102127803529983	0	5.3188201516992	1.65656420278542	1.85832335378566	1.6187032189042	1.01508503832158	1.05635359291975	0.529564772226366	2.60131703888849	3.70246382294978
22	20849049	20858323	430237	KLHL22;MED15	22	20105763	20107024	430140	.	-747292	5.69935709224794	4.25137302024914	6.18859589300926	2.84484488298655	3.00770531975191	3.3043868394955	3.26182960868592	9.19422898117766	7.46192458267779	4.52061213730737	4.14227537059643	4.56767076222743	4.58597353414865	7.23620831069126	4.11934639244432	7.05343226612786	4.79806529667116
22	20849049	20858323	430237	KLHL22;MED15	22	20110137	20111385	430142	.	-742925	1.21250218335812	2.82594845164923	1.08509375071199	0	0.83064205451097	0.915264211703438	0.0309981237329859	1.84637037976626	2.40067719327999	2.04316621378844	1.30918898084507	1.99403198957673	2.27692637538009	1.79940202115213	6.24753114372505	2.56677319342132	2.5283521724081
